Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Is_Fraud,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email
aa206823-e9fd-40ad-a3d4-89eac1140df2,Gopal Venkatesh,Male,54,Punjab,Amritsar,Amritsar Branch,Business,c39cedf3-96b6-4031-9ce5-50c073a521bc,02-01-2025,08:58:42,90128.1,5e1c153f-5667-431a-bfea-7e2ad2f67143,Withdrawal,Entertainment,36393.51,ATM Booth Kiosk,"Amritsar, Punjab",Mobile,1,INR,+9196133XXXXXX,Children’s toys,gopalXXX@XXXXXX.com
9e399b8b-865d-409a-b9db-1c37c912de18,Nitesh Ramesh,Male,44,Madhya Pradesh,Gwalior,Gwalior Branch,Business,b49db790-cb52-4e0f-86c2-a706ca72afdf,13-01-2025,22:16:47,48765.91,f990ed50-ad1d-4820-9eb3-be7128422a3c,Withdrawal,Health,76698.02,Self-service Banking Machine,"Gwalior, Madhya Pradesh",Mobile,1,INR,+9193376XXXXXX,Event ticket purchase,niteshXXX@XXXXXXX.com
094113c8-3c58-4ba3-9aa8-cb49f0c158ed,Krisha Soni,Male,45,Telangana,Hyderabad,Hyderabad Branch,Checking,bcefc799-b174-4e90-9e04-5714481e3410,16-01-2025,21:34:42,68356.45,781e6600-4e59-4f7d-a64d-784efb3b71a4,Credit,Entertainment,57930.24,Wearable Device,"Hyderabad, Telangana",Mobile,1,INR,+9194563XXXXXX,Bike rental,krishaXXXX@XXXXXXX.com
ea4c5f6e-cc50-414f-a8c5-bdfbe8b70b44,Pallavi Balasubramanian,Male,52,Karnataka,Bangalore,Bangalore Branch,Savings,9cfac06b-4ad4-4761-a642-337efb127dc8,29-01-2025,09:57:19,47125.49,1887a993-558e-4b97-99f4-3c7a3d9532e3,Transfer,Electronics,72000.62,Desktop/Laptop,"Bangalore, Karnataka",Mobile,1,INR,+9194211XXXXXX,Tourist attraction payment,pallaviXXX@XXXXXXX.com
e7e2212d-e1f8-49f4-a103-e441dec6a8ae,Hema Bajwa,Male,62,Madhya Pradesh,Ujjain,Ujjain Branch,Business,6ef3329c-568c-4361-b4be-149aa887f788,06-01-2025,09:43:50,47067.37,d6468e0f-7ad4-48d4-9728-9665617c133a,Bill Payment,Restaurant,68974.05,Desktop/Laptop,"Ujjain, Madhya Pradesh",Mobile,1,INR,+9196886XXXXXX,Credit card payment,hemaXXXXX@XXXXX.com
2999da90-c686-4501-810a-67272ea43b51,Chatresh Samra,Female,67,Jharkhand,Ranchi,Ranchi Branch,Checking,8e5445ed-9134-4ba8-b8be-58a6270c41d0,18-01-2025,16:10:55,47692.4,e6c84259-a761-44e4-8753-452ae2643cf8,Debit,Groceries,87156.21,Tablet,"Ranchi, Jharkhand",Mobile,1,INR,+9196935XXXXXX,Lunch payment,chatreshXXXXX@XXXXXX.com
49df08be-b2c0-4b2c-864b-8da09a23e459,Vritti Mutti,Male,53,Haryana,Hisar,Hisar Branch,Checking,3478d918-f981-47de-b49f-ad382b50ff4c,03-01-2025,23:00:19,41375.83,3ba852e3-5bd4-4caa-8f7a-b56f2e8b64b8,Credit,Groceries,14623.88,Mobile Device,"Hisar, Haryana",POS,1,INR,+9197311XXXXXX,Insurance premium,vrittiXXX@XXXXX.com
c5b0f609-3645-4144-ab39-2442067dfa31,Bhavini Agarwal,Female,25,Kerala,Thiruvananthapuram,Thiruvananthapuram Branch,Savings,d6e9a87d-05d0-4ccf-b627-55ce21dc1f06,13-01-2025,14:33:19,21555.19,0f29aa5a-3564-4596-8ce5-b5797890d52e,Bill Payment,Health,77475.28,Banking Chatbot,"Thiruvananthapuram, Kerala",Mobile,1,INR,+9194308XXXXXX,New year shopping,bhaviniXXX@XXXXXXX.com
d14169ba-6920-463e-9c1e-f3677cff7ddb,Siddharth Tailor,Male,29,Andhra Pradesh,Vijayawada,Vijayawada Branch,Checking,1127394d-1198-4cd1-8b44-e1d63f0ae5f6,07-01-2025,13:04:38,89656.29,9be08e10-382d-4eea-b242-99db9121868d,Bill Payment,Electronics,67717.65,Banking Chatbot,"Vijayawada, Andhra Pradesh",ATM,1,INR,+9195007XXXXXX,ATM withdrawal,siddharthXXXXX@XXXXX.com
380b7e98-e547-426d-b83a-39b4084d8358,Varenya Saran,Male,19,Rajasthan,Jodhpur,Jodhpur Branch,Savings,92fedd22-768a-4369-b89b-7a068353d10a,01-01-2025,20:56:09,16563.87,ef18e924-4a36-4068-ac7a-1a78b208d59c,Withdrawal,Groceries,70098.12,Self-service Banking Machine,"Jodhpur, Rajasthan",POS,1,INR,+9194507XXXXXX,Camping gear purchase,varenyaXXXX@XXXXXXX.com
294d4d53-cfbc-4cbf-8244-4ba33e488958,Chakrika Pal,Female,37,Rajasthan,Jaipur,Jaipur Branch,Business,b947798a-7353-4739-8087-204ca5233abd,24-01-2025,04:24:28,27403.1,08a74427-1140-4690-965f-0e2bc0582145,Bill Payment,Clothing,60233.32,ATM,"Jaipur, Rajasthan",POS,1,INR,+9194650XXXXXX,Real estate payment,chakrikaXXXX@XXXXXX.com
b86a4aaa-0632-4051-881e-a04a28a01931,Neha Saini,Male,65,Uttarakhand,Dehradun,Dehradun Branch,Checking,5f894add-5960-444f-906c-7a2f53f9b7ef,08-01-2025,15:06:00,71550.82,729c10fd-ce2b-404d-a1f9-9efb51cbb03a,Withdrawal,Electronics,87942.86,Self-service Banking Machine,"Dehradun, Uttarakhand",ATM,1,INR,+9194608XXXXXX,Beauty products,nehaXXX@XXXXXX.com
d8478d41-4e24-4f77-8772-38d8e9f1ed9f,Aarav Sama,Female,57,Rajasthan,Jaipur,Jaipur Branch,Savings,d1c6167c-d2d9-4788-b728-ed6360302ffd,06-01-2025,22:42:01,83609.7,8292243a-4651-40e9-9739-1a4227f46639,Credit,Clothing,14847.38,Payment Gateway Device,"Jaipur, Rajasthan",Desktop,1,INR,+9199161XXXXXX,Penalty fee,aaravXXXXX@XXXXX.com
4a248c28-60c5-4a80-9e18-d907f000554e,Rudra Chakraborty,Female,42,Gujarat,Bhavnagar,Bhavnagar Branch,Checking,c7edf9a4-0485-4a25-9adf-430f22e8e054,04-01-2025,21:31:39,84998.58,fc5ea472-6281-45bc-ade4-03dfb417625a,Transfer,Electronics,22594.95,Virtual Card,"Bhavnagar, Gujarat",Desktop,1,INR,+9197464XXXXXX,Grocery delivery,rudraXXXX@XXXXX.com
dc68fdef-ccc4-4d8c-b978-fe9c97538ab2,Omaja Bahri,Male,20,Mizoram,Champhai,Champhai Branch,Business,76230be7-0a41-4ee5-b703-74e8c7f800eb,01-01-2025,22:17:15,11463.96,bc97e460-c9e2-4ca8-9a83-0942290f65f5,Debit,Clothing,60104.75,POS Terminal,"Champhai, Mizoram",Desktop,1,INR,+9191841XXXXXX,Legal services payment,omajaXXX@XXXXXXX.com
763d89cd-aeae-464d-9aaa-feabc0750c1c,Saksham Barad,Female,43,Nagaland,Mokokchung,Mokokchung Branch,Business,2defe54e-ab9f-4df5-a4e8-40774ccb648c,06-01-2025,03:48:29,96458.81,c0c74084-ce10-44ca-8ec6-ddf3ee50a247,Withdrawal,Groceries,85606.51,ATM Booth Kiosk,"Mokokchung, Nagaland",Mobile,1,INR,+9197135XXXXXX,Taxi fare,sakshamXXXX@XXXXXXX.com
7fdc9590-5685-4ce6-ade2-669e23d75a2b,Vihaan Ben,Female,56,Assam,Silchar,Silchar Branch,Business,d3ab76cd-6103-43e3-a0e1-c44544289bc7,14-01-2025,07:29:21,37410.33,069e60fc-3722-4a4f-8b7b-970c3932be5c,Debit,Clothing,38203.33,Payment Gateway Device,"Silchar, Assam",Desktop,1,INR,+9191973XXXXXX,Courier charges,vihaanXXXX@XXXXXXX.com
b27db560-ee42-4a18-8cae-0b133f822e15,Oscar Kohli,Male,31,Assam,Jorhat,Jorhat Branch,Business,ff8255be-7744-475e-bc6c-a22cebf26c0b,10-01-2025,22:49:23,91610.71,57ff681c-0c00-4ede-9208-2f0008022119,Credit,Health,83524.58,Banking Chatbot,"Jorhat, Assam",POS,1,INR,+9194137XXXXXX,Bank transfer,oscarXXX@XXXXXXX.com
b8cf68ae-d3a8-4a5d-88a6-46e0ca40d7c6,Kala Mallick,Male,41,Gujarat,Ahmedabad,Ahmedabad Branch,Business,35902837-f0bf-4aaf-b3f8-b63f50bce00b,09-01-2025,18:24:46,22432.55,b83a56f4-3392-4cbf-9ec4-cd059e0b4b7d,Debit,Restaurant,82253.37,POS Terminal,"Ahmedabad, Gujarat",Mobile,1,INR,+9198782XXXXXX,Home repairs,kalaXXXX@XXXXXXX.com
901ef6a5-6f10-44d8-a602-2ecb761462f3,Peter Raju,Male,35,Bihar,Muzaffarpur,Muzaffarpur Branch,Savings,6b99cd0e-a169-4733-b63a-60885e6fe37c,12-01-2025,00:44:28,1184.42,b72fcce4-5e1b-4513-be38-b12a557076d1,Debit,Clothing,58285.79,Wearable Device,"Muzaffarpur, Bihar",ATM,1,INR,+9197247XXXXXX,Team lunch,peterXXX@XXXXX.com
777b20a7-40b0-4bdb-aeb4-9bae573a3144,Kamya Dora,Male,39,Uttarakhand,Nainital,Nainital Branch,Business,b7b23849-9e71-4906-b116-bfe8b0795654,11-01-2025,19:37:48,57166.31,8d54a25a-1784-46ff-81a0-51bdb8198150,Transfer,Health,22115.72,Banking Chatbot,"Nainital, Uttarakhand",POS,1,INR,+9199181XXXXXX,Subscription renewal,kamyaXXXX@XXXXXX.com
f7692f76-4ffd-424f-9a50-53f339a9e01b,Bishakha Sani,Male,56,Tripura,Dharmanagar,Dharmanagar Branch,Business,ab72d577-bfe6-440b-a8cc-ab0444839248,12-01-2025,04:09:55,36239.91,6883f394-9701-401b-bfc3-baee25efa09f,Transfer,Entertainment,18048.3,Payment Gateway Device,"Dharmanagar, Tripura",Desktop,1,INR,+9199095XXXXXX,Fund transfer,bishakhaXXXX@XXXXXXX.com
965b656c-3df1-48bb-ab39-56b5a2bacf9a,Ijaya Agarwal,Male,64,Himachal Pradesh,Manali,Manali Branch,Checking,9c30d155-1655-42bd-bb14-dd387c562731,07-01-2025,06:13:46,51683.1,9b2bc583-15f6-4c4f-a800-26ddd3beb21d,Withdrawal,Entertainment,95689.39,Self-service Banking Machine,"Manali, Himachal Pradesh",Mobile,1,INR,+9194993XXXXXX,Import duty payment,ijayaXXX@XXXXXX.com
1d523d6b-b448-43e6-90c9-c368ae6e9688,Arin Kuruvilla,Male,53,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Silvassa Branch,Business,f45b4ced-8737-4c3e-bd0e-1b85ce2c1050,10-01-2025,09:58:54,98256.31,54795b59-a6d7-4856-ba66-7bd2c7d992b7,Bill Payment,Health,94930.61,Tablet,"Silvassa, Dadra and Nagar Haveli and Daman and Diu",POS,1,INR,+9197325XXXXXX,Team lunch,arinXXXX@XXXXXX.com
fe9a294b-1e80-4036-a7a9-4f7f36f4e354,Laksh Nigam,Male,32,Telangana,Karimnagar,Karimnagar Branch,Checking,a9fa4aa4-2baa-4fb9-b235-dca26b81e630,05-01-2025,23:10:56,81111.99,9d416790-5f60-4b31-ac8f-8870de83300f,Credit,Restaurant,60644.27,Web Browser,"Karimnagar, Telangana",Desktop,1,INR,+9198160XXXXXX,Furniture purchase,lakshXXXX@XXXXXX.com
92712b70-6ced-4938-a999-ba4680b6e4ef,Adya Karan,Female,57,Mizoram,Champhai,Champhai Branch,Savings,8d5e8611-44f9-44b3-bfe8-bb6a7b15c2c1,07-01-2025,12:54:20,29828.62,f5b534e2-ef19-463d-b5ad-9a9dd48ffc86,Transfer,Electronics,83242.91,POS Terminal,"Champhai, Mizoram",Mobile,1,INR,+9195261XXXXXX,Lunch payment,adyaXXXX@XXXXXX.com
704c960f-0145-4613-9a1b-6cb896648f8a,Anjali Peri,Male,41,Chandigarh,Chandigarh,Chandigarh Branch,Business,8e06776b-2dee-414c-bfd9-201d1882c2e3,24-01-2025,22:46:58,1234.14,79031e16-db94-4692-b5fb-08dc674bfffd,Transfer,Groceries,49323.51,Bank Branch,"Chandigarh, Chandigarh",POS,1,INR,+9194419XXXXXX,Airline ticket,anjaliXXX@XXXXXXX.com
e1c6f278-0e01-4901-8b27-515aaaefed49,Luke Rao,Female,51,Jharkhand,Ranchi,Ranchi Branch,Business,5f548f5e-19af-43d5-9003-18147615c488,20-01-2025,18:24:29,3477.8,a211dbb7-24c4-4c8f-850b-6d26d53acf07,Withdrawal,Restaurant,7195.02,ATM,"Ranchi, Jharkhand",ATM,1,INR,+9194840XXXXXX,Mutual fund investment,lukeXXX@XXXXX.com
197f07f0-7f3c-4fd4-9a1f-d2f128ee7518,Aadi Manne,Male,60,Maharashtra,Aurangabad,Aurangabad Branch,Business,133d3125-fbfb-44c5-8981-f4f965e602a9,19-01-2025,15:36:55,49333.79,0793030b-0a63-4ae9-ac61-551360a8351d,Bill Payment,Groceries,81111.31,POS Mobile App,"Aurangabad, Maharashtra",POS,1,INR,+9197250XXXXXX,Online course payment,aadiXXX@XXXXXXX.com
64e5bd29-90dd-48f9-b414-c44be5a5ce54,Yamini Palla,Female,70,Andhra Pradesh,Tirupati,Tirupati Branch,Checking,00686098-33a2-4609-91f6-e05e1eaf2875,01-01-2025,12:00:21,91329.7,8e997462-80d5-46e7-bd16-df8d2d83d2f0,Withdrawal,Entertainment,55479.02,Self-service Banking Machine,"Tirupati, Andhra Pradesh",POS,1,INR,+9197272XXXXXX,Crowdfunding contribution,yaminiXXX@XXXXXXX.com
a741256a-51a5-41bc-8340-925d805255e7,Rajeshri Suresh,Female,55,Arunachal Pradesh,Itanagar,Itanagar Branch,Savings,25b86ac7-e859-408d-8c18-a6fc7a69fb87,08-01-2025,15:10:50,32573.49,bada49e3-0496-4a02-83ce-2975f359597f,Debit,Restaurant,93296.1,Mobile Device,"Itanagar, Arunachal Pradesh",ATM,1,INR,+9195159XXXXXX,Hospital bill,rajeshriXXXX@XXXXX.com
eb7f0776-08d2-445c-89b9-02e9de3414a3,Yashasvi Sathe,Male,52,Uttarakhand,Nainital,Nainital Branch,Checking,73e6c55f-7a62-48f1-88c4-4ad29a3a9414,13-01-2025,21:38:49,63254.4,8238caec-7d40-4662-a42c-d1b0e465caf8,Bill Payment,Restaurant,45437.94,Smart Card,"Nainital, Uttarakhand",Mobile,1,INR,+9191110XXXXXX,Gifts and souvenirs,yashasviXXXX@XXXXX.com
56933448-3a11-46cd-bde5-64c002bdafa8,Edhitha Hegde,Female,70,Lakshadweep,Kavaratti,Kavaratti Branch,Savings,f222fa05-ea7b-4e58-86f4-cc5e8b3231b2,15-01-2025,09:11:44,54963.71,4c639e02-9db3-4fc0-a3ec-cb425806484d,Credit,Entertainment,50929.81,Web Browser,"Kavaratti, Lakshadweep",POS,1,INR,+9192028XXXXXX,Fine payment,edhithaXXXX@XXXXX.com
473e4cae-0e41-4c27-ac5f-915aeb395e54,Leela Vala,Male,23,Maharashtra,Mumbai,Mumbai Branch,Business,dcec00df-5020-4e68-9316-d938cf713d25,01-01-2025,22:48:46,25808.89,30aaab3a-05af-4855-b8e5-350834bb032a,Bill Payment,Electronics,96708.03,POS Mobile App,"Mumbai, Maharashtra",Desktop,1,INR,+9197741XXXXXX,Utility service,leelaXXXX@XXXXXX.com
5080bd3a-1ebb-45dd-8bc5-84126091c061,Naksh Padmanabhan,Female,67,Madhya Pradesh,Jabalpur,Jabalpur Branch,Savings,d027c5c5-b134-4a57-a149-c5724a4a9234,04-01-2025,03:06:00,76068.7,6f44a34c-ac3e-4769-ad04-e7771e290671,Transfer,Groceries,57306.15,Wearable Device,"Jabalpur, Madhya Pradesh",Mobile,1,INR,+9194002XXXXXX,Online education,nakshXXXX@XXXXXX.com
41cd91bc-d2ed-4df2-9871-2c17314e963a,Lajita Lala,Female,44,West Bengal,Asansol,Asansol Branch,Business,487a89be-330a-4117-a50c-0fddc19dc4c8,17-01-2025,19:01:53,49321.55,3692c8f3-2af8-4a55-a915-5bc3eb738734,Bill Payment,Clothing,11925.07,Self-service Banking Machine,"Asansol, West Bengal",POS,1,INR,+9194564XXXXXX,Freight charges,lajitaXXXX@XXXXXXX.com
54a93206-71b8-4a99-8924-bf214c323c73,Chatresh Agate,Female,41,Telangana,Hyderabad,Hyderabad Branch,Business,5d73955c-9221-473e-a17e-2a04c5edf274,03-01-2025,11:12:30,23675.51,923d6157-c8d1-4513-8471-a374974bcfbf,Withdrawal,Electronics,93650.78,ATM,"Hyderabad, Telangana",POS,1,INR,+9196937XXXXXX,Shopping mall purchase,chatreshXXXXX@XXXXXX.com
47aa4385-f672-4b52-bea3-32fb6f78a13b,Reyansh Patla,Female,28,Maharashtra,Nashik,Nashik Branch,Business,6376c8b4-58c7-4502-943f-a557ae6ee5a0,04-01-2025,08:02:43,69475.68,9e9dd5a0-2a1b-4694-b43b-31a491fbb0e6,Transfer,Electronics,9339.28,Virtual Card,"Nashik, Maharashtra",ATM,1,INR,+9196575XXXXXX,Gym membership,reyanshXXX@XXXXX.com
80063d2d-015e-4955-a0cf-e2a09e8ad4ab,Gauri Rajagopal,Male,49,Andaman and Nicobar Islands,Port Blair,Port Blair Branch,Business,8518edff-d180-4338-af68-2ec068bffce2,23-01-2025,20:40:55,33728.93,19c32723-22b1-4244-9b9d-60bb8308d662,Debit,Electronics,62148.79,QR Code Scanner,"Port Blair, Andaman and Nicobar Islands",Desktop,1,INR,+9193918XXXXXX,Senior citizen care,gauriXXX@XXXXX.com
c1ddfb81-c716-4d90-96e1-b8671e6234c7,Hredhaan Lanka,Male,30,Mizoram,Kolasib,Kolasib Branch,Savings,fdcf7a5b-898e-4ac8-9c81-2a7798456880,18-01-2025,18:10:31,70767.48,d26d90b4-5936-42b0-87df-47a40ea16ffc,Credit,Entertainment,72456.61,Mobile Device,"Kolasib, Mizoram",ATM,1,INR,+9193227XXXXXX,Personal finance consulting,hredhaanXXXXX@XXXXXXX.com
f923fb53-f5b4-4faf-badd-9950287e8f95,Ayaan Palla,Male,69,Uttarakhand,Dehradun,Dehradun Branch,Business,c3862d2b-490b-4ff3-9de4-939f0f2640f9,10-01-2025,22:14:48,54026.88,5bcf86c7-83d2-4a90-a9ee-9fcbe1b1367d,Debit,Clothing,48664.29,Voice Assistant,"Dehradun, Uttarakhand",POS,1,INR,+9192809XXXXXX,Gift for partner,ayaanXXX@XXXXXXX.com
2da7382a-1f7c-4ee7-99a2-1e6e49fc4ae5,Ladli Zacharia,Male,47,Arunachal Pradesh,Ziro,Ziro Branch,Savings,393d8cad-f620-4ed4-a4bd-67e6368e3c2b,03-01-2025,09:41:24,5025.94,bf8a285a-343c-40f6-ad01-80489b5c92f0,Bill Payment,Restaurant,99026.83,Web Browser,"Ziro, Arunachal Pradesh",Mobile,1,INR,+9199265XXXXXX,Streaming subscription,ladliXXXX@XXXXX.com
fd75b582-f6f5-4c73-933e-6272e4e5c6d7,Caleb Date,Female,56,Delhi,North Delhi,North Delhi Branch,Business,c7125426-ddc1-4247-8c2f-5be452f673a4,03-01-2025,05:19:39,31410.17,553ce07d-e91d-4053-97c7-dbb7015014a5,Debit,Clothing,36393.39,Banking Chatbot,"North Delhi, Delhi",POS,1,INR,+9196327XXXXXX,Online workshop,calebXXX@XXXXXXX.com
35bf9094-326d-4439-8385-04115cd96438,Rayaan Pal,Male,21,Dadra and Nagar Haveli and Daman and Diu,Diu,Diu Branch,Savings,d286f45f-8f7f-49ae-98f7-dcbb77ea1d44,17-01-2025,14:04:53,24339.09,fcf50467-b7e3-4255-b077-45648c4b10a6,Withdrawal,Restaurant,41878.55,Self-service Banking Machine,"Diu, Dadra and Nagar Haveli and Daman and Diu",Mobile,1,INR,+9199312XXXXXX,Pharmacy purchase,rayaanXXXXX@XXXXXX.com
4e6a0c07-b0e3-4826-a2ad-b76e80eac9e4,Faraj Grewal,Female,49,Puducherry,Puducherry,Puducherry Branch,Savings,39cc4f53-95d8-473d-916a-902704c221a0,21-01-2025,13:14:26,88883.1,862c6f20-5e2b-431c-964b-b973d66b8cf1,Bill Payment,Health,62839.43,POS Terminal,"Puducherry, Puducherry",Desktop,1,INR,+9194877XXXXXX,Subscription box,farajXXXX@XXXXX.com
d3f5796f-f0d1-47b9-9b8e-a332872dc9db,Max Madan,Female,29,Gujarat,Surat,Surat Branch,Savings,78e1e94e-dcfe-46ae-9e98-41cac969bc00,02-01-2025,15:18:01,96486.27,b47a6317-d737-4c25-8af8-f89b3d353b8c,Bill Payment,Restaurant,43458.59,ATM,"Surat, Gujarat",Mobile,1,INR,+9196847XXXXXX,Laundry service,maxXXXX@XXXXX.com
b669650e-ebe2-4522-9ed2-ce39bc297707,Kashvi Agrawal,Female,57,Punjab,Ludhiana,Ludhiana Branch,Savings,4214d91a-233b-4801-83ef-c59fa6711a4c,09-01-2025,21:13:50,27952.49,1497f9c4-124c-4b37-a7e0-dcd1d662b62b,Withdrawal,Clothing,7962.7,ATM,"Ludhiana, Punjab",Desktop,1,INR,+9198176XXXXXX,Online book purchase,kashviXXXX@XXXXXX.com
06ba520d-7946-4b6f-9f59-743a1af6c2b4,Dhruv Seshadri,Female,59,Assam,Dibrugarh,Dibrugarh Branch,Checking,fbc5fc0f-0e66-48f9-856a-6612bb470979,03-01-2025,07:24:02,7851.64,174c897c-cf02-48b1-8117-a5e11dc06551,Transfer,Health,69940.04,Web Browser,"Dibrugarh, Assam",Mobile,1,INR,+9192450XXXXXX,Loan payment,dhruvXXXX@XXXXXX.com
b938725a-6723-4876-8500-ed8e14f5baee,Widisha Dani,Female,65,Goa,Panaji,Panaji Branch,Business,67479174-c7e3-473a-bcc1-e05c98cf8bd4,12-01-2025,06:21:19,39439.34,7dfc7ccf-c9c0-4492-955a-d063f16f9fd1,Bill Payment,Restaurant,42809.02,Self-service Banking Machine,"Panaji, Goa",POS,1,INR,+9198254XXXXXX,Debt repayment,widishaXXXX@XXXXXX.com
57e328ec-ded8-4514-aa6f-9ae723bcee1c,Joshua Sachdeva,Male,27,Delhi,West Delhi,West Delhi Branch,Savings,00594fbc-44f0-4352-b26c-3081062c8c4d,18-01-2025,03:34:46,4530.75,ec637e46-d4b4-47b1-8d29-70d7fce2de6d,Transfer,Health,7822.01,Desktop/Laptop,"West Delhi, Delhi",POS,1,INR,+9195152XXXXXX,Music concert tickets,joshuaXXXXX@XXXXX.com
160b38e2-abc9-41ba-a47f-7b1f3a866cdd,Upma Dora,Male,31,Mizoram,Champhai,Champhai Branch,Business,154ce029-2840-4ca8-afb5-d7bbd97cb639,13-01-2025,12:36:16,95674.59,e7f9e508-3b82-448a-bbb7-3216c1cfd675,Transfer,Health,58858.46,Voice Assistant,"Champhai, Mizoram",ATM,1,INR,+9193233XXXXXX,Freelancer payment,upmaXXX@XXXXX.com
702f8349-de8e-4867-b06d-030b0ceded83,Hredhaan Sarma,Female,51,Delhi,South Delhi,South Delhi Branch,Business,2f88b180-4ebf-4ada-bab7-d666ee0a5c0d,17-01-2025,10:03:48,88318.99,50dfd00a-c3da-432b-a357-6a14dddfc781,Transfer,Electronics,38173.95,Desktop/Laptop,"South Delhi, Delhi",Mobile,1,INR,+9191044XXXXXX,Car repair service,hredhaanXXXX@XXXXXXX.com
d274b6c4-0de3-49b4-9d2d-1ca8f849655d,Sathvik Bora,Female,23,Andaman and Nicobar Islands,Diglipur,Diglipur Branch,Business,8690ea0c-6753-488a-9f4a-deed21ce58ac,14-01-2025,00:26:45,52313.73,79d46071-d6e3-4df0-bbe8-0ee205f05897,Debit,Clothing,92686.59,Self-service Banking Machine,"Diglipur, Andaman and Nicobar Islands",Desktop,1,INR,+9193285XXXXXX,Taxi fare,sathvikXXXXX@XXXXXXX.com
93604915-4748-4145-92f0-429c1508145c,Amaira Pandya,Female,39,Assam,Guwahati,Guwahati Branch,Savings,51d8ef53-d49f-4827-8379-107da63a6db9,13-01-2025,17:21:44,75489.5,8b478da9-9fcb-461f-b607-5fafa819facc,Credit,Health,65423.9,Tablet,"Guwahati, Assam",ATM,1,INR,+9197806XXXXXX,Flight booking,amairaXXXX@XXXXXX.com
ded3ad13-ee61-4c64-844c-29911b0eecfa,Tanmayi Narasimhan,Male,50,Assam,Dibrugarh,Dibrugarh Branch,Business,8e3aa4d9-e682-4f5e-b6a3-bb79ea5e6619,03-01-2025,11:42:56,87423.26,9a16b952-51e0-4653-bf4f-d75e975ea5c2,Withdrawal,Entertainment,65150.7,ATM,"Dibrugarh, Assam",POS,1,INR,+9199570XXXXXX,Monthly installment,tanmayiXXXX@XXXXX.com
ed130b50-6104-4e96-80b5-fc82e4ebbe09,Frederick Edwin,Female,48,Andaman and Nicobar Islands,Diglipur,Diglipur Branch,Savings,cd2a85db-cf50-497e-80f9-187f482afe50,05-01-2025,09:45:06,71912.75,5dcf4eda-c127-473d-8f47-049826a40673,Credit,Entertainment,26766.32,Voice Assistant,"Diglipur, Andaman and Nicobar Islands",Mobile,1,INR,+9193448XXXXXX,Pet care,frederickXXXX@XXXXXXX.com
16ea7674-a563-48d3-a9e5-4d12a792c36b,Darsh Rege,Female,59,Puducherry,Yanam,Yanam Branch,Checking,fcdb12d4-ca77-4424-8a43-8c26bf43b2c5,26-01-2025,22:32:57,52632.37,e9113d83-71c2-467f-b6aa-fbf4beb6001e,Withdrawal,Restaurant,26065.55,Self-service Banking Machine,"Yanam, Puducherry",POS,1,INR,+9194606XXXXXX,Online software purchase,darshXXXX@XXXXXXX.com
57cc3f62-4f7a-4d26-b211-0fe39abf5ae8,Ronith Andra,Male,47,Madhya Pradesh,Gwalior,Gwalior Branch,Checking,1efa7b50-76f8-40dd-8a57-3878c0066950,30-01-2025,09:41:27,29088.15,8b5231f5-b611-482b-a142-25014e7e530a,Debit,Clothing,18052.19,Wearable Device,"Gwalior, Madhya Pradesh",Mobile,1,INR,+9195860XXXXXX,Online education,ronithXXX@XXXXXX.com
fcceeff6-af5f-4cf8-a371-38cd4a7f54eb,Aadhya Majumdar,Male,29,Lakshadweep,Kavaratti,Kavaratti Branch,Business,107dc2b1-04de-4d2a-bd13-571555c5c830,26-01-2025,20:10:06,91916.05,8dd48dd1-05d3-4116-9bc1-4b6ac75a54ec,Credit,Restaurant,56589.61,Tablet,"Kavaratti, Lakshadweep",Desktop,1,INR,+9192862XXXXXX,Freight charges,aadhyaXXXXX@XXXXX.com
61874b54-7a27-4c78-aa26-00879ec38f76,Lekha Dugal,Female,48,Uttarakhand,Haridwar,Haridwar Branch,Savings,e8b66101-13ee-4a10-b4fc-0bd1186bf296,09-01-2025,14:00:43,48527.91,032b4fb6-1f95-4476-bef7-ee26adf946a3,Transfer,Electronics,63897.42,Voice Assistant,"Haridwar, Uttarakhand",POS,1,INR,+9193599XXXXXX,Bike rental,lekhaXXXX@XXXXXX.com
79972f21-da36-4982-a071-55836180726b,Mitesh Rastogi,Male,52,Andaman and Nicobar Islands,Port Blair,Port Blair Branch,Savings,8548ab23-eb00-415b-b193-daf5c1a99a9f,10-01-2025,00:52:03,3305.35,bda3e8bc-85bb-49b1-93f1-a5190c4319ad,Debit,Entertainment,24134.14,POS Mobile Device,"Port Blair, Andaman and Nicobar Islands",Mobile,1,INR,+9193099XXXXXX,Credit card payment,miteshXXXX@XXXXXX.com
83567bff-c3e3-4073-a664-88e7376dc534,Gaurav Mann,Female,70,Chhattisgarh,Jagdalpur,Jagdalpur Branch,Business,85589425-db59-4d22-bad4-059282e4fe6c,15-01-2025,21:37:13,21807.3,822ffef2-5a19-44f0-8ab4-f37659b9da54,Transfer,Electronics,71244.58,Banking Chatbot,"Jagdalpur, Chhattisgarh",POS,1,INR,+9191387XXXXXX,Seminar registration,gauravXXX@XXXXXXX.com
